C1	STARTS	ENDS	C2	CHR	STRAND	EXONTYPE	GID	GNAME	GBIOTYPE	EXMINL	EXMAXL	MINDISTC1START	MINDISTENDC2	EXON_ID	TOTALN_EXONS
44418108	44418423	44418555	44418948+44420623+44422270+44423645	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	133	133	314	392	11	39
44439168	44440789	44440905	44441692	chr21	+	slst_vts	ENSG00000142185	trpm2	protein_coding	117	117	1620	786	12	39
44425827	44426660+44426700	44426736	44427010+44435131	chr21	+	sfrst_intr_vts	ENSG00000142185	trpm2	protein_coding	37	77	832	273	13	39
44405260	44405905	44406037	44406594	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	133	133	644	556	14	39
44395551	44397747	44397876	44399296	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	130	130	2195	1419	15	39
44423732	44424852	44424939	44425314+44425556+44425670	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	88	88	1119	374	16	39
44354736	44364114	44364282	44366754	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	169	169	9377	2471	17	39
44406037	44406594	44406765	44413891	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	172	172	556	7125	18	39
44376013	44377712	44377773	44378997	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	62	62	1698	1223	19	39
44426736+44427111	44435131	44435217	44437062	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	87	87	8019	1844	20	39
44418555	44418948	44419030	44420623	chr21	+	vts	ENSG00000142185	trpm2	protein_coding	83	83	392	1592	21	39
44379197+44380980	44382718	44382820	44390904	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	103	103	1737	8083	22	39
44350275	44353256+44353601+44353688	44353865	44354648	chr21	+	frst_sfrst_vts	ENSG00000142185	trpm2	protein_coding	178	610	2980	782	23	39
44399441	44400259	44400371	44401681	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	113	113	817	1309	24	39
44440905	44441692	44441874+44442358+44443081	NA	chr21	+	lst	ENSG00000142185	trpm2	protein_coding	183	1390	786	-44443082	25	39
44406765	44413891	44414074	44417927	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	184	184	7125	3852	26	39
44391625	44395414	44395551	44397747	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	138	138	3788	2195	27	39
44391025	44391272	44391442	44391503	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	171	171	246	60	28	39
44364282+44366934+44369343	44375833+44375838	44376013	44377712	chr21	+	sfrst_intr_vts	ENSG00000142185	trpm2	protein_coding	176	181	6489	1698	29	39
44364282	44366754	44366934	44369121+44369177+44375833+44375838+44377712	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	181	181	2471	2186	30	39
44437167	44438163	44438314	44439067	chr21	+	vts	ENSG00000142185	trpm2	protein_coding	152	152	995	752	31	39
44377773	44378997	44379197	44380834+44382718	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	201	201	1223	1636	32	39
44379197	44380834	44380980	44382718	chr21	+	vts	ENSG00000142185	trpm2	protein_coding	147	147	1636	1737	33	39
44435217	44437062	44437167	44438163+44439067	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	106	106	1844	995	34	39
44397876	44399296	44399441	44400259	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	146	146	1419	817	35	39
44391442	44391503	44391625	44395414	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	123	123	60	3788	36	39
44366934	44369121+44369177	44369343	44375833+44375838+44377712	chr21	+	frst_intr_vts	ENSG00000142185	trpm2	protein_coding	167	223	2186	6489	37	39
44424939	44425314	44425449	44425556+44425670	chr21	+	vts	ENSG00000142185	trpm2	protein_coding	136	136	374	106	38	39
44382820	44390904	44391025	44391272	chr21	+	intr_vts	ENSG00000142185	trpm2	protein_coding	122	122	8083	246	39	39
NA	118727572+118727602	118727726	118741017	chrX	+	frst	ENSG00000131724	il13ra1	protein_coding	125	155	118727571	13290	1	13
118773975	118776427	118776511	118791762	chrX	+	slst_vts	ENSG00000131724	il13ra1	protein_coding	85	85	2451	15250	2	13
118761289+118761520	118766530	118766577	118766844+118773879	chrX	+	intr_vts	ENSG00000131724	il13ra1	protein_coding	48	48	5009	266	3	13
118741156+118743192	118746954	118747092	118749658	chrX	+	intr_vts	ENSG00000131724	il13ra1	protein_coding	139	139	3761	2565	4	13
118758242+118758969	118761138	118761289+118761520	118766530	chrX	+	intr_lst_vts	ENSG00000131724	il13ra1	protein_coding	152	383	2168	5009	5	13
118741156	118742999	118743192	118746954	chrX	+	vts	ENSG00000131724	il13ra1	protein_coding	194	194	1842	3761	6	13
118776511	118791762	118794539	NA	chrX	+	lst	ENSG00000131724	il13ra1	protein_coding	2778	2778	15250	-118794540	7	13
118761289+118761520+118766577	118766844	118766976	118773879	chrX	+	intr_vts	ENSG00000131724	il13ra1	protein_coding	133	133	266	6902	8	13
118727726	118741017	118741156	118742999+118746954	chrX	+	sfrst_vts	ENSG00000131724	il13ra1	protein_coding	140	140	13290	1842	9	13
118758242	118758865	118758969	118761138	chrX	+	vts	ENSG00000131724	il13ra1	protein_coding	105	105	622	2168	10	13
118766976	118773879	118773975	118776427+118791762+118804932	chrX	+	intr_vts	ENSG00000131724	il13ra1	protein_coding	97	97	6902	2451	11	13
118747092	118749658	118749778	118758055	chrX	+	intr_vts	ENSG00000131724	il13ra1	protein_coding	121	121	2565	8276	12	13
118749778	118758055	118758242	118758865+118761138	chrX	+	intr_slst_vts	ENSG00000131724	il13ra1	protein_coding	188	188	8276	622	13	13
92476207	92478588	92478753	92480077+92480348	chr1	-	slst_vts	ENSG00000162676	gfi1	protein_coding	166	166	2380	1323	8	8
92483586	92483735	92483954	NA	chr1	-	frst	ENSG00000162676	gfi1	protein_coding	220	220	148	-92483955	7	8
92483046	92483373	92483586	92483735+92485671+92486014	chr1	-	sfrst_vts	ENSG00000162676	gfi1	protein_coding	214	214	326	148	6	8
92481088	92482864	92483046	92483373	chr1	-	intr_vts	ENSG00000162676	gfi1	protein_coding	183	183	1775	326	5	8
92480485	92480601	92481088	92482864	chr1	-	intr_vts	ENSG00000162676	gfi1	protein_coding	488	488	115	1775	4	8
NA	92474762	92476207	92478588	chr1	-	lst	ENSG00000162676	gfi1	protein_coding	1446	1446	92474761	2380	3	8
92478753	92480077+92480348	92480485	92480601	chr1	-	intr_vts	ENSG00000162676	gfi1	protein_coding	138	409	1323	115	2	8
92483586+92483954	92485671+92486014	92486071+92486097	92486726	chr1	-	frst_vts	ENSG00000162676	gfi1	protein_coding	58	427	1716	628	1	8
62960603+62962354+62962405	62962624	62962754	62963273	chr20	+	intr_vts	ENSG00000101194	slc17a9	protein_coding	131	131	218	518	1	15
62956962	62957441	62957580	62960504	chr20	+	intr_vts	ENSG00000101194	slc17a9	protein_coding	140	140	478	2923	2	15
NA	62952647	62952889	62953211+62956765	chr20	+	frst	ENSG00000101194	slc17a9	protein_coding	243	243	62952646	321	3	15
62963680	62964228	62964315	62965132	chr20	+	intr_vts	ENSG00000101194	slc17a9	protein_coding	88	88	547	816	4	15
62957580	62960504	62960603	62962218+62962287+62962624	chr20	+	intr_vts	ENSG00000101194	slc17a9	protein_coding	100	100	2923	1614	5	15
62966732	62967337	62969585	NA	chr20	+	lst	ENSG00000101194	slc17a9	protein_coding	2249	2249	604	-62969586	6	15
62965725	62966525	62966580	62966703	chr20	+	intr_vts	ENSG00000101194	slc17a9	protein_coding	56	56	799	122	7	15
62964315	62965132	62965166	62965610	chr20	+	intr_vts	ENSG00000101194	slc17a9	protein_coding	35	35	816	443	8	15
62960603	62962218+62962287	62962354+62962405	62962624	chr20	+	vts	ENSG00000101194	slc17a9	protein_coding	68	188	1614	218	9	15
62965166	62965610	62965725	62966525	chr20	+	intr_vts	ENSG00000101194	slc17a9	protein_coding	116	116	443	799	10	15
62952889+62953272	62956765	62956962	62957441	chr20	+	sfrst_vts	ENSG00000101194	slc17a9	protein_coding	198	198	3492	478	11	15
62963369	62963584	62963680	62964228	chr20	+	intr_vts	ENSG00000101194	slc17a9	protein_coding	97	97	214	547	12	15
62966580	62966703	62966732	62967337	chr20	+	slst_vts	ENSG00000101194	slc17a9	protein_coding	30	30	122	604	13	15
62962754	62963273	62963369	62963584	chr20	+	intr_vts	ENSG00000101194	slc17a9	protein_coding	97	97	518	214	14	15
62952758+62952889	62953211	62953272	62956765	chr20	+	vts	ENSG00000101194	slc17a9	protein_coding	62	62	321	3492	15	15
NA	106680758	106681157	106681991	chr12	-	lst	ENSG00000257711	rp11-482d24.2	antisense	400	400	106680757	833	5	5
106682169+106682933	106683502	106683744	106684660	chr12	-	sfrst_vts	ENSG00000257711	rp11-482d24.2	antisense	243	243	568	915	4	5
106683744	106684660	106684700	NA	chr12	-	frst	ENSG00000257711	rp11-482d24.2	antisense	41	41	915	-106684701	3	5
106682169	106682870	106682933	106683502	chr12	-	vts	ENSG00000257711	rp11-482d24.2	antisense	64	64	700	568	2	5
106681157	106681991	106682169	106682870+106683502	chr12	-	slst	ENSG00000257711	rp11-482d24.2	antisense	179	179	833	700	1	5
61362420+61362570+61362625+61363868	61364252	61364315	61364433	chr11	+	sfrst	ENSG00000149483	tmem138	protein_coding	64	64	383	117	1	8
61362570+61362625	61363652	61363868	61364252	chr11	+	vts	ENSG00000149483	tmem138	protein_coding	217	217	1026	383	2	8
61366216+61366557	61367407+61367428	61367525	61367923	chr11	+	vts	ENSG00000149483	tmem138	protein_coding	98	119	849	397	3	8
NA	61362001+61362344+61362361	61362420	61363652+61364252	chr11	+	frst	ENSG00000149483	tmem138	protein_coding	60	420	61362000	1231	4	8
61364315	61364433	61364518	61366045	chr11	+	slst	ENSG00000149483	tmem138	protein_coding	86	86	117	1526	5	8
61367998+61368556	61368597	61369509	NA	chr11	+	lst	ENSG00000149483	tmem138	protein_coding	913	913	40	-61369510	6	8
61366216+61366557+61367525	61367923	61367998	61368597	chr11	+	slst_vts	ENSG00000149483	tmem138	protein_coding	76	76	397	598	7	8
61364518+61364527+61364578+61364802	61366045+61366118	61366216+61366557	61367407+61367428+61367923	chr11	+	intr_lst_vts	ENSG00000149483	tmem138	protein_coding	99	513	1242	849	8	8
27247807	27247882	27248048	27248847	chr6	+	sfrst_vts	ENSG00000112812	prss16	protein_coding	167	167	74	798	1	12
27248048	27248847	27248946	27249100	chr6	+	intr_vts	ENSG00000112812	prss16	protein_coding	100	100	798	153	2	12
27252040	27252808	27252949	27254693	chr6	+	intr_vts	ENSG00000112812	prss16	protein_coding	142	142	767	1743	3	12
27248946	27249100	27249229	27250683	chr6	+	intr_vts	ENSG00000112812	prss16	protein_coding	130	130	153	1453	4	12
27255131	27255247	27256456+27256471	NA	chr6	+	lst	ENSG00000112812	prss16	protein_coding	1210	1225	115	-27256472	5	12
27251119	27251217	27251264	27251588+27251750	chr6	+	intr_vts	ENSG00000112812	prss16	protein_coding	48	48	97	323	6	12
27249229	27250683	27250806	27251042	chr6	+	intr_vts	ENSG00000112812	prss16	protein_coding	124	124	1453	235	7	12
27252040+27252949+27254872	27254986	27255131	27255247	chr6	+	sfrst_slst_vts	ENSG00000112812	prss16	protein_coding	146	146	113	115	8	12
27252949	27254693	27254872	27254986	chr6	+	intr_vts	ENSG00000112812	prss16	protein_coding	180	180	1743	113	9	12
27250806	27251042	27251119	27251217	chr6	+	intr_vts	ENSG00000112812	prss16	protein_coding	78	78	235	97	10	12
27251264	27251588+27251750	27252040	27252808+27254693+27254986	chr6	+	frst_intr_vts	ENSG00000112812	prss16	protein_coding	291	453	323	767	11	12
NA	27247723	27247807	27247882	chr6	+	frst	ENSG00000112812	prss16	protein_coding	85	85	27247722	74	12	12
50078926+50079258+50079557+50080375+50081193+50081408+50081524	50087744	50087869	50088213+50088225+50089110+50090190	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	126	126	6219	343	1	28
50088366	50089110	50089815+50090480	NA	chr17	+	lst	ENSG00000005884	itga3	protein_coding	706	1371	743	-50090481	2	28
50076681	50076974	50077121	50077379	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	148	148	292	257	3	28
50064607	50068056	50068305	50070844+50070851	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	250	250	3448	2538	4	28
50078125	50078207	50078284	50078824	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	78	78	81	539	5	28
50078926+50079258+50079557	50080262	50080375	50081097+50081310+50087744+50088213+50088225+50089110+50090190	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	114	114	704	721	6	28
50056645	50064077	50064204	50064528	chr17	+	sfrst_vts	ENSG00000005884	itga3	protein_coding	128	128	7431	323	7	28
50075526	50075599	50075735	50076326	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	137	137	72	590	8	28
50074534	50075459	50075526	50075599	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	68	68	924	72	9	28
50080375	50081097	50081193	50081310	chr17	+	vts	ENSG00000005884	itga3	protein_coding	97	97	721	116	10	28
50078926+50079258	50079435	50079557	50080262+50081097+50081310+50087744+50088213+50088225+50089110+50090190	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	123	123	176	704	11	28
50056016	50056110+50056438	50056645	50064077	chr17	+	frst_vts	ENSG00000005884	itga3	protein_coding	208	536	93	7431	12	28
50074280	50074448	50074534	50075459	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	87	87	167	924	13	28
50070930	50071311+50071371	50071518	50071986+50073916	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	148	208	380	467	14	28
50077447+50077659	50078046	50078125	50078207	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	80	80	386	81	15	28
50077447	50077657	50077659	50078046	chr17	+	vts	ENSG00000005884	itga3	protein_coding	3	3	209	386	16	28
50078926+50079258+50079557+50080375+50081193	50081310	50081408+50081524	50087744+50088213+50088225+50089110+50090190	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	99	215	116	6219	17	28
50077121	50077379	50077447	50077657+50078046	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	69	69	257	209	18	28
50068305	50070844	50070930	50071311	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	87	87	2538	380	19	28
50075735	50076326	50076475	50076584	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	150	150	590	108	20	28
50076475	50076584	50076681	50076974	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	98	98	108	292	21	28
50064204	50064528	50064607	50068056	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	80	80	323	3448	22	28
50072182	50073916	50074004	50074144	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	89	89	1733	139	23	28
50074004	50074144	50074280	50074448	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	137	137	139	167	24	28
50078284	50078824	50078926	50079076	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	103	103	539	149	25	28
50078926	50079076	50079258	50079435+50080262+50081097+50081310+50087744+50088213+50088225+50089110+50090190	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	183	183	149	176	26	28
50070930+50071518	50071986	50072182	50073916	chr17	+	intr_vts	ENSG00000005884	itga3	protein_coding	197	197	467	1733	27	28
50087869	50088213+50088225	50088366	50089110	chr17	+	frst_slst_vts	ENSG00000005884	itga3	protein_coding	142	154	343	743	28	28
NA	128739292+128739342+128739363+128739404	128739432	128747553+128748573	chr7	+	frst	ENSG00000128595	calu	protein_coding	29	141	128739291	8120	1	9
128759037	128759792	128759852	128767456+128769063	chr7	+	intr_slst_vts	ENSG00000128595	calu	protein_coding	61	61	754	7603	2	9
128759852+128767655	128769063	128769936+128770576+128771474+128771477	NA	chr7	+	lst	ENSG00000128595	calu	protein_coding	874	2415	1407	-128771478	3	9
128739432+128747604+128748367	128748573	128748804	128753818+128754262+128754266+128754529	chr7	+	sfrst_intr_vts	ENSG00000128595	calu	protein_coding	232	232	205	5013	4	9
128748804+128754455	128754529	128754722	128758871+128758880	chr7	+	intr_vts	ENSG00000128595	calu	protein_coding	194	194	73	4148	5	9
128739432	128747553	128747604+128748367	128748573	chr7	+	sfrst_vts	ENSG00000128595	calu	protein_coding	52	815	8120	205	6	9
128748804	128753818+128754262+128754266	128754455	128754529+128758871+128758880	chr7	+	intr_vts	ENSG00000128595	calu	protein_coding	190	638	5013	73	7	9
128759852	128767456	128767655	128769063	chr7	+	slst_vts	ENSG00000128595	calu	protein_coding	200	200	7603	1407	8	9
128754455+128754722	128758871	128759037	128759792	chr7	+	intr_vts	ENSG00000128595	calu	protein_coding	167	167	4148	754	9	9
165373347	165374685	165374966	165377597	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	282	282	1337	2630	1	39
165309443	165310323	165310595	165312025	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	273	273	879	1429	2	39
165315758	165320240	165320364	165323156	chr2	+	vts	ENSG00000136531	scn2a	protein_coding	125	125	4481	2791	3	39
165377650	165380592	165380729	165381093+165381100	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	138	138	2941	363	4	39
165313761	165313902	165314108	165315471	chr2	+	intr_slst_vts	ENSG00000136531	scn2a	protein_coding	207	207	140	1362	5	39
NA	165239402	165239640	165243709+165245330+165290630+165294031+165294044+165295773	chr2	+	frst	ENSG00000136531	scn2a	protein_coding	239	239	165239401	4068	6	39
165326984	165327155	165327202	165328404+165331330	chr2	+	vts	ENSG00000136531	scn2a	protein_coding	48	48	170	1201	7	39
165367371	165370126	165370299	165372079+165373225	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	174	174	2754	1779	8	39
165296090	165297017	165297135	165307848	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	119	119	926	10712	9	39
165365263	165366413	165366551	165367217	chr2	+	vts	ENSG00000136531	scn2a	protein_coding	139	139	1149	665	10	39
165323500	165326852	165326984	165327155+165328404+165331330	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	133	133	3351	170	11	39
165370299	165372079	165372083	165373225	chr2	+	vts	ENSG00000136531	scn2a	protein_coding	5	5	1779	1141	12	39
165344911	165349901	165350208	165354192	chr2	+	vts	ENSG00000136531	scn2a	protein_coding	308	308	4989	3983	13	39
165381197	165386746	165387016	165388629	chr2	+	slst_vts	ENSG00000136531	scn2a	protein_coding	271	271	5548	1612	14	39
165314108	165315471	165315604+165315758	165320240+165323156	chr2	+	intr_lst_vts	ENSG00000136531	scn2a	protein_coding	134	288	1362	4481	15	39
165239640+165241114	165243709	165243824	165245330+165290630+165294031+165294044+165295773	chr2	+	vts	ENSG00000136531	scn2a	protein_coding	116	116	2594	1505	16	39
165307937	165308666	165308794	165309165+165309352	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	129	129	728	370	17	39
165326984+165327202	165328404	165328538	165331330	chr2	+	vts	ENSG00000136531	scn2a	protein_coding	135	135	1201	2791	18	39
165370299+165372083	165373225	165373347	165374685	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	123	123	1141	1337	19	39
165312088	165313620	165313761	165313902	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	142	142	1531	140	20	39
NA	165294031+165294044	165294135	165295773	chr2	+	frst	ENSG00000136531	scn2a	protein_coding	92	105	165294030	1637	21	39
165354671+165357857	165365143	165365263	165366413+165367217	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	121	121	7285	1149	22	39
165239640+165241114+165243824	165245330	165245448	165290630+165294031+165294044+165295773	chr2	+	vts	ENSG00000136531	scn2a	protein_coding	119	119	1505	45181	23	39
165387016	165388629	165392051+165392310	NA	chr2	+	lst	ENSG00000136531	scn2a	protein_coding	3423	3682	1612	-165392311	24	39
165365263+165366551	165367217	165367371	165370126	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	155	155	665	2754	25	39
165380729	165381093	165381197	165386746	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	105	105	363	5548	26	39
165308794+165309256	165309352	165309443	165310323	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	92	92	95	879	27	39
165297135	165307848	165307937	165308666	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	90	90	10712	728	28	39
165342469	165344555	165344911	165349901+165354192	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	357	357	2085	4989	29	39
165315758+165320364	165323156	165323500	165326852	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	345	345	2791	3351	30	39
165310595	165312025	165312088	165313620	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	64	64	1429	1531	31	39
165308794	165309165	165309256	165309352+165310323	chr2	+	vts	ENSG00000136531	scn2a	protein_coding	92	92	370	95	32	39
165354671	165357774	165357857	165365143	chr2	+	vts	ENSG00000136531	scn2a	protein_coding	84	84	3102	7285	33	39
165344911+165350208	165354192	165354671	165357774+165365143	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	480	480	3983	3102	34	39
165374966	165377597	165377650	165380592	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	54	54	2630	2941	35	39
165239640+165241114+165243824+165245448	165290630	165290785	165294031+165294044+165295773	chr2	+	vts	ENSG00000136531	scn2a	protein_coding	156	156	45181	3245	36	39
165331568	165342296	165342469	165344555	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	174	174	10727	2085	37	39
165326984+165327202+165328538	165331330	165331568	165342296	chr2	+	intr_vts	ENSG00000136531	scn2a	protein_coding	239	239	2791	10727	38	39
165239640+165241114+165243824+165245448+165290785+165294135	165295773	165296090	165297017	chr2	+	sfrst_vts	ENSG00000136531	scn2a	protein_coding	318	318	1637	926	39	39
38656750+38657143+38665685+38667662	38668017+38668048	38668132	38670767+38670884	chr22	+	sfrst_slst_vts	ENSG00000100211	cby1	protein_coding	85	116	354	2634	1	9
38671188+38671235+38671292	38673159	38673854	NA	chr22	+	lst	ENSG00000100211	cby1	protein_coding	696	696	1866	-38673855	2	9
38656750+38657143	38665546	38665685	38667569+38668017+38668048	chr22	+	vts	ENSG00000100211	cby1	protein_coding	140	140	8402	1883	3	9
38656750	38656956	38657143	38665546+38667569+38668017+38668048	chr22	+	vts	ENSG00000100211	cby1	protein_coding	188	188	205	8402	4	9
NA	38656636+38656655	38656750	38656956+38665546+38667569+38668017	chr22	+	frst	ENSG00000100211	cby1	protein_coding	96	115	38656635	205	5	9
38671188+38671235	38671284	38671292	38673159	chr22	+	vts	ENSG00000100211	cby1	protein_coding	9	9	48	1866	6	9
38670989	38671070+38671076	38671188	38671284+38673159	chr22	+	slst_vts	ENSG00000100211	cby1	protein_coding	113	119	80	95	7	9
38668132	38670767+38670884	38670989	38671070+38671076+38671284+38673159	chr22	+	intr_vts	ENSG00000100211	cby1	protein_coding	106	223	2634	80	8	9
38656750+38657143+38665685	38667569	38667662	38668017+38668048	chr22	+	vts	ENSG00000100211	cby1	protein_coding	94	94	1883	354	9	9
3762818	3765166	3765331	3767261	chr19	+	sfrst_slst_vts	ENSG00000183617	mrpl54	protein_coding	166	166	2347	1929	1	3
3765331	3767261	3767565	NA	chr19	+	lst	ENSG00000183617	mrpl54	protein_coding	305	305	1929	-3767566	2	3
NA	3762664	3762818	3765166	chr19	+	frst	ENSG00000183617	mrpl54	protein_coding	155	155	3762663	2347	3	3
46696156	46700551	46700599+46700603+46700615	NA	chr11	-	frst	ENSG00000175220	arhgap1	protein_coding	49	65	4394	-46700616	13	13
46679225	46679365	46679468	46679648	chr11	-	slst_vts	ENSG00000175220	arhgap1	protein_coding	104	104	139	179	12	13
46681109	46681293	46681379+46681516	46682051	chr11	-	frst_intr_vts	ENSG00000175220	arhgap1	protein_coding	87	224	183	534	11	13
46682182	46687691+46688173	46688260	46695083+46695660	chr11	-	intr_lst_vts	ENSG00000175220	arhgap1	protein_coding	88	570	5508	6822	10	13
46681379+46681516	46682051	46682182	46687691+46688173	chr11	-	intr_vts	ENSG00000175220	arhgap1	protein_coding	132	132	534	5508	9	13
46679468	46679648	46679776+46679831	46680205	chr11	-	intr_vts	ENSG00000175220	arhgap1	protein_coding	129	184	179	373	8	13
NA	46677080+46678723	46679225	46679365	chr11	-	lst	ENSG00000175220	arhgap1	protein_coding	503	2146	46677079	139	7	13
46680747	46681011	46681109	46681293	chr11	-	sfrst_intr_vts	ENSG00000175220	arhgap1	protein_coding	99	99	263	183	6	13
46695755	46695975	46696156	46697021+46700551	chr11	-	sfrst_slst_vts	ENSG00000175220	arhgap1	protein_coding	182	182	219	864	5	13
46680282+46680371	46680487	46680563	46680640	chr11	-	intr_vts	ENSG00000175220	arhgap1	protein_coding	77	77	115	76	4	13
46680563	46680640	46680747	46681011	chr11	-	intr_vts	ENSG00000175220	arhgap1	protein_coding	108	108	76	263	3	13
46679776+46679831	46680205	46680282+46680371	46680487	chr11	-	intr_vts	ENSG00000175220	arhgap1	protein_coding	78	167	373	115	2	13
46688260	46695083+46695660	46695755	46695975	chr11	-	intr_slst_lst_vts	ENSG00000175220	arhgap1	protein_coding	96	673	6822	219	1	13
138129468	138138652	138138753+138138785+138138826	138139371	chr5	-	sfrst_vts	ENSG00000112981	nme5	protein_coding	102	175	9183	544	7	7
138118936	138128479	138128556+138128579	138129263	chr5	-	intr_vts	ENSG00000112981	nme5	protein_coding	78	101	9542	683	6	7
138115764	138116242	138116602	138118818	chr5	-	vts	ENSG00000112981	nme5	protein_coding	361	361	477	2215	5	7
138138785+138138826	138139371	138139415	NA	chr5	-	frst	ENSG00000112981	nme5	protein_coding	45	45	544	-138139416	4	7
138118936+138128556+138128579	138129263	138129468	138138652	chr5	-	intr_vts	ENSG00000112981	nme5	protein_coding	206	206	683	9183	3	7
138115764+138116602	138118818	138118936	138128479	chr5	-	slst_vts	ENSG00000112981	nme5	protein_coding	119	119	2215	9542	2	7
NA	138115172	138115764	138116242+138118818	chr5	-	lst	ENSG00000112981	nme5	protein_coding	593	593	138115171	477	1	7
64506789	64507711	64507877	64575774	chr5	+	sfrst_vts	ENSG00000186479	rgs7bp	protein_coding	167	167	921	67896	1	7
64598435	64601405	64601489	64609161	chr5	+	vts	ENSG00000186479	rgs7bp	protein_coding	85	85	2969	7671	2	7
64507877	64575774	64575904	64594710	chr5	+	intr_vts	ENSG00000186479	rgs7bp	protein_coding	131	131	67896	18805	3	7
64598435+64601489	64609161	64612312	NA	chr5	+	lst	ENSG00000186479	rgs7bp	protein_coding	3152	3152	7671	-64612313	4	7
64594857	64598365	64598435	64601405+64609161	chr5	+	slst_vts	ENSG00000186479	rgs7bp	protein_coding	71	71	3507	2969	5	7
64575904	64594710	64594857	64598365	chr5	+	intr_vts	ENSG00000186479	rgs7bp	protein_coding	148	148	18805	3507	6	7
NA	64506299	64506789	64507711	chr5	+	frst	ENSG00000186479	rgs7bp	protein_coding	491	491	64506298	921	7	7
22321696+22325728	22326431	22326561	22326890	chr10	+	sfrst_vts	ENSG00000168283	bmi1	protein_coding	131	131	702	328	1	10
22329128	22329213	22331484	NA	chr10	+	lst	ENSG00000168283	bmi1	protein_coding	2272	2272	84	-22331485	2	10
22326561	22326890	22326986	22327595	chr10	+	intr_vts	ENSG00000168283	bmi1	protein_coding	97	97	328	608	3	10
22327650	22327742	22327792	22327950	chr10	+	intr_vts	ENSG00000168283	bmi1	protein_coding	51	51	91	157	4	10
NA	22321211+22321459	22321696	22326431	chr10	+	frst	ENSG00000168283	bmi1	protein_coding	238	486	22321210	4734	5	10
22326986+22327650+22327792	22327950+22328054	22328058	22328134	chr10	+	intr_vts	ENSG00000168283	bmi1	protein_coding	5	109	157	75	6	10
